x,汇率-人民币-1元人民币（零售）,汇率-人民币-1元人民币（批发）,汇率-人民币-10000代币券（代币券商城）
22.05.08,0.0,0.0,0.0
22.05.09,0.0,0.0,0.0
22.05.10,0.0,0.0,0.0
22.05.11,0.0,0.0,0.0
22.05.12,0.0,0.0,0.0
22.05.13,0.0,0.0,0.0
22.05.14,0.0,0.0,0.0
22.05.15,0.0,0.0,0.0
22.05.16,0.0,0.0,0.0
22.05.17,0.0,0.0,0.0
22.05.18,0.0,0.0,0.0
22.05.19,0.0,0.0,0.0
22.05.20,0.0,0.0,0.0
22.05.21,0.0,0.0,0.0
22.05.22,0.0,0.0,0.0
22.05.23,0.0,0.0,0.0
22.05.24,0.0,0.0,0.0
22.05.25,0.0,0.0,0.0
22.05.26,0.0,0.0,0.0
22.05.27,0.0,0.0,0.0
22.05.28,0.0,0.0,0.0
22.05.29,0.0,0.0,0.0
22.05.30,0.0,0.0,0.0
22.05.31,0.0,0.0,0.0
22.06.01,0.0,0.0,0.0
22.06.02,0.0,0.0,0.0
22.06.04,0.0,0.0,0.0
22.06.05,0.0,0.0,0.0
22.06.06,0.0,0.0,0.0
22.06.07,0.0,0.0,0.0
22.06.08,0.0,0.0,0.0
22.06.09,0.0,0.0,0.0
22.06.10,0.0,0.0,0.0
22.06.11,0.0,0.0,0.0
22.06.12,0.0,0.0,0.0
22.06.13,0.0,0.0,0.0
22.06.14,0.0,0.0,0.0
22.06.15,0.0,0.0,0.0
22.06.16,0.0,0.0,0.0
22.06.17,0.0,0.0,0.0
22.06.18,0.0,0.0,0.0
22.06.19,0.0,0.0,0.0
22.06.20,0.0,0.0,0.0
22.06.21,0.0,0.0,0.0
22.06.22,0.0,0.0,0.0
22.06.23,0.0,0.0,0.0
22.06.24,0.0,0.0,0.0
22.06.25,0.0,0.0,0.0
22.06.26,0.0,0.0,0.0
22.06.27,0.0,0.0,0.0
22.06.28,0.0,0.0,0.0
22.06.29,0.0,0.0,0.0
22.06.30,0.0,0.0,0.0
22.07.01,0.0,0.0,0.0
22.07.02,0.0,0.0,0.0
22.07.03,0.0,0.0,0.0
22.07.04,0.0,0.0,0.0
22.07.05,0.0,0.0,0.0
22.07.06,0.0,0.0,0.0
22.07.07,0.0,0.0,0.0
22.07.08,0.0,0.0,0.0
22.07.09,0.0,0.0,0.0
22.07.10,0.0,0.0,0.0
22.07.11,0.0,0.0,0.0
22.07.12,0.0,0.0,0.0
22.07.13,0.0,0.0,0.0
22.07.14,0.0,0.0,0.0
22.07.15,0.0,0.0,0.0
22.07.16,0.0,0.0,0.0
22.07.17,0.0,0.0,0.0
22.07.18,0.0,0.0,0.0
22.07.19,0.0,0.0,0.0
22.07.20,0.0,0.0,0.0
22.07.21,0.0,0.0,0.0
22.07.22,0.0,0.0,0.0
22.07.23,0.0,0.0,0.0
22.07.24,0.0,0.0,0.0
22.07.25,0.0,0.0,0.0
22.07.26,0.0,0.0,0.0
22.07.27,0.0,0.0,0.0
22.07.28,0.0,0.0,0.0
22.07.29,0.0,0.0,0.0
22.07.30,0.0,0.0,0.0
22.07.31,0.0,0.0,0.0
22.08.01,0.0,0.0,0.0
22.08.02,0.0,0.0,0.0
22.08.03,0.0,0.0,0.0
22.08.04,0.0,0.0,0.0
22.08.05,0.0,0.0,0.0
22.08.06,0.0,0.0,0.0
22.08.07,0.0,0.0,0.0
22.08.08,0.0,0.0,0.0
22.08.09,0.0,0.0,0.0
22.08.10,0.0,0.0,0.0
22.08.11,0.0,0.0,0.0
22.08.12,0.0,0.0,0.0
22.08.13,0.0,0.0,0.0
22.08.14,0.0,0.0,0.0
22.08.15,0.0,0.0,0.0
22.08.16,0.0,0.0,0.0
22.08.17,0.0,0.0,0.0
22.08.18,0.0,0.0,0.0
22.08.19,0.0,0.0,0.0
22.08.20,0.0,0.0,0.0
